drawing_no,title,car_code,system_code,drawing_type,sheet_count,current_alt,current_revision,drawing_date,drwn_by,chkd_by,revd_by,appd_by,status,notes
942-38405,AAU Passenger Emergency Alarm TFT Speaker Pin Assignment - TC,TC,COMMS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38406,Ethernet Switch CCTV Camera Pin Assignment - TC,TC,COMMS,PIN_ASSIGNMENT,1,1,1,2018-04-04,ARJUN,SARANYA V,,KC SHASHIKANTH,active,"Connection details updated M12-X Port G3 G4"
942-38407,Saloon VAC Pin Assignment - TC,TC,VAC,PIN_ASSIGNMENT,1,,,,,,,active,
942-38409,TCMS RIO Pin Assignment - TC,TC,TMS,PIN_ASSIGNMENT,4,2,2,2018-02-16,SUSHILA PATIL,SARANYA V,SADHASIVAM M,KC SHASHIKANTH,active,"Updated as per MELCO latest drawing"
942-38411,Socket Outlet Pin Assignment - TC,TC,APS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38413,Door Inside Outside Indicator Pin Assignment - TC,TC,DOOR,PIN_ASSIGNMENT,1,,,,,,,active,
942-38505,LTEB Pin Assignment - T Car,TC,LTEB,PIN_ASSIGNMENT,1,,,,,,,active,
942-38506,LTJB1 Pin Assignment - T Car,TC,LTJB,PIN_ASSIGNMENT,1,,,,,,,active,
942-38507,LTJB2 Pin Assignment - T Car,TC,LTJB,PIN_ASSIGNMENT,1,,,,,,,active,
942-38508,Pressure Switch Box Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38509,EPIC SR ASCO Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38510,Compressor Motor ADU Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38512,APS Pin Assignment - T Car,TC,APS,PIN_ASSIGNMENT,2,0,0,2018-02-13,AMBIKA HS,V SARANYA,SADHASIVAM M,KC SHASHIKANTH,active,
942-38514,Shore Supply Box Pin Assignment - T Car,TC,APS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38515,ESK Box Pin Assignment - T Car,TC,HV,PIN_ASSIGNMENT,1,,,,,,,active,
942-38516,Battery Box Pin Assignment - T Car,TC,APS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38518,Pressure Governor Box Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38519,BCU Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38520,Anti Skid Valve FAEMV Earth Brush Pin Assignment - T Car,TC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38521,HTEB HTJB Pin Assignment - T Car,TC,HV,PIN_ASSIGNMENT,1,,,,,,,active,
942-38602,Saloon VAC Pin Assignment - M Car,MC,VAC,PIN_ASSIGNMENT,1,,,,,,,active,
942-38603,Passenger Door Pin Assignment - M Car,MC,DOOR,PIN_ASSIGNMENT,1,,,,,,,active,
942-38604,Saloon Lights Pin Assignment - M Car,MC,LIGHT,PIN_ASSIGNMENT,1,,,,,,,active,
942-38605,BECU Pin Assignment - M Car,MC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38606,TCMS Remote IO Pin Assignment - M Car,MC,TMS,PIN_ASSIGNMENT,4,2,2,2018-02-16,SUSHILA PATIL,SARANYA V,SADHASIVAM M,KC SHASHIKANTH,active,"Updated as per MELCO latest drawing"
942-38607,TCMS Terminal Block Pin Assignment - M Car,MC,TMS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38608,CCTV Camera Ethernet Switch Pin Assignment - M Car,MC,COMMS,PIN_ASSIGNMENT,1,1,1,2018-04-04,ARJUN,SARANYA V,,KC SHASHIKANTH,active,"M12-X Port G3 G4 updated"
942-38609,AAU Pin Assignment - M Car,MC,COMMS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38610,EDB Panel Pin Assignment - M Car,MC,EDB,PIN_ASSIGNMENT,1,,,,,,,active,
942-38611,Socket Outlet BIC PBMV Pin Assignment - M Car,MC,DOOR,PIN_ASSIGNMENT,1,,,,,,,active,
942-38612,TCMS Communication Node-1 Pin Assignment - M Car,MC,TMS,PIN_ASSIGNMENT,1,,,,,,,active,
942-38614,Door Inside Outside Indicator Pin Assignment - M Car,MC,DOOR,PIN_ASSIGNMENT,1,,,,,,,active,
942-38705,LTEB Pin Assignment - MC Underframe,MC,LTEB,PIN_ASSIGNMENT,1,,,,,,,active,
942-38706,VVVF Inverter Pin Assignment - MC Underframe,MC,TRAC,PIN_ASSIGNMENT,1,,,,,,,active,
942-38707,CSJB Pin Assignment - MC Underframe,MC,HV,PIN_ASSIGNMENT,1,,,,,,,active,
942-38709,Pressure Switch Box Pin Assignment - MC Underframe,MC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38710,BCU Pin Assignment - MC Underframe,MC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
942-38711,ASCO EPIC SR Pin Assignment - MC Underframe,MC,BRAKE,PIN_ASSIGNMENT,1,,,,,,,active,
